pgc,Nest,Dist,DM,eD,C,T,L,M,S,N,H,F,RAJ,DeJ,Glon,Glat,SGL,SGB,Ty,Asfd,Btot,Ks,Vhel,Vgsr,Vls,Vcmb,Vmod,Name,Icnt,2Mass,Ndgp,Dgp,DMgp,eDgp,NV,Lgp,Bgp,SGLgp,SGBgp,Tgp,S_B,S_K,Vhgp,Vggp,Vlsgp,Vcgp,Vmgp,Vrms,GroupName
47855,101073,92.90,34.84,0.20,,,,,,,H,,133443.0,+092012.5,334.8349,69.4820,109.9862,11.9848,5,0.12,13.75,10.70,7069,7042,7006,7357,7500,UGC08555,0,2248,1,92.90,34.84,0.20,6,334.4390,69.8797,109.6233,11.7585,5,0.00,9.24,6926,6899,6864,7215,7352,216,UGC08555
47881,100027,75.51,34.39,0.20,,,,,,,H,,133504.9,-351608.7,312.8983,26.7567,152.9211,-1.1251,-2,0.27,14.57,10.23,4380,4226,4153,4650,4707,ES383-027,0,1267,1,75.51,34.39,0.20,3,313.0071,26.7510,152.9395,-1.0297,-1,0.00,9.60,4268,4114,4041,4537,4591,147,ES383-027
47882,107973,100.00,35.00,0.20,,,,,,,H,,133506.3,-264503.0,314.8627,35.1069,144.8464,1.5895,3,0.28,16.04,0.00,6759,6624,6555,7046,7177,ESO509-068,0,0,1,100.00,35.00,0.20,1,314.8627,35.1069,144.8464,1.5895,3,16.04,0.00,6759,6624,6555,7046,7177,0,
47903,200463,41.11,33.07,0.20,,,,,,,H,,133516.2,-773828.1,305.3456,-14.9752,193.9487,-13.2073,4,0.83,13.72,8.99,2657,2464,2395,2765,2785,ES040-012,1036,0,1,41.11,33.07,0.20,2,304.9778,-14.8626,193.8136,-13.5563,5,12.89,8.92,2656,2462,2393,2766,2786,4,"47903  ES040-012"
47907,108921,95.50,34.90,0.20,,,,,,,H,,133521.4,-341221.2,313.1880,27.7901,151.9306,-0.7333,4,0.30,14.43,10.90,7100,6948,6876,7372,7515,ESO383-031,0,0,1,95.50,34.90,0.20,1,313.1880,27.7901,151.9306,-0.7333,4,14.43,10.90,7100,6948,6876,7372,7515,0,
47913,108921,95.94,34.91,0.08,,,,,,N,,,133522.9,-340936.7,313.2038,27.8336,151.8893,-0.7137,5,0.30,15.08,0.00,7208,7056,6984,7480,7628,ESO383-032,0,0,1,95.94,34.91,0.08,1,313.2038,27.8336,151.8893,-0.7137,5,15.08,0.00,7208,7056,6984,7480,7628,0,
47935,100051,119.12,35.38,0.20,,,,,,,H,,133535.9,+332847.0,69.3100,78.5575,85.5568,16.9054,6,0.06,15.73,12.38,7463,7517,7512,7687,7843,UGC08580,0,2120,2,114.82,35.30,0.14,7,69.5983,78.4549,85.4602,16.9750,6,0.00,9.11,7259,7314,7308,7482,7630,301,
47948,111723,35.65,32.76,0.20,,,,,,,H,,133541.4,-240425.6,315.7239,37.6963,142.3473,2.5632,5,0.42,13.78,9.66,2589,2461,2394,2880,2902,AGC029872,81,0,1,35.65,32.76,0.20,1,315.7239,37.6963,142.3473,2.5632,5,13.36,9.62,2589,2461,2394,2880,2902,0,"47948  AGC029872"
47966,100624,211.84,36.63,0.20,,,,,,,H,,133549.5,+132503.2,342.2324,72.8079,105.9907,13.2193,2,0.10,15.54,12.24,12641,12628,12597,12921,13359,AGC230456,0,2899,1,211.84,36.63,0.20,7,341.0752,72.8272,106.0986,12.8939,2,0.00,9.92,12902,12888,12857,13183,13639,194,
47971,112776,43.45,33.19,0.20,,,,,,,H,,133555.2,+353517.7,77.4220,77.2987,83.3795,17.2500,6,0.06,13.82,10.67,2233,2294,2292,2449,2465,UGC08587,729,0,2,44.46,33.24,0.14,3,70.4119,76.2102,84.4662,18.9197,4,13.32,10.27,2323,2386,2384,2535,2552,108,"47971   UGC08587"
47984,100204,89.54,34.76,0.20,,,,,,,H,,133601.3,+063505.4,332.2212,66.8870,112.7902,11.6099,3,0.14,15.10,10.96,6578,6543,6504,6869,6994,NGC5235,0,2250,1,89.54,34.76,0.20,5,332.0192,66.7820,112.9106,11.5520,3,0.00,9.73,6810,6774,6735,7101,7234,149,
47985,112889,30.20,32.40,0.20,,,,,,,H,,133601.2,+495738.7,105.3973,65.6224,68.3313,18.5115,3,0.05,14.50,10.50,1611,1716,1733,1768,1776,UGC08593,747,0,1,30.20,32.40,0.20,2,105.6187,64.8562,67.5641,18.7729,7,14.45,10.50,1660,1768,1785,1813,1822,74,"47985   UGC08593"
47996,0,131.22,35.59,0.20,,,,,,,H,,133606.6,+370517.1,82.2656,76.2845,81.8247,17.4714,5,0.04,16.20,0.00,7570,7636,7636,7780,7940,UGC08590,0,0,1,131.22,35.59,0.20,1,82.2656,76.2845,81.8247,17.4714,5,16.20,0.00,7570,7636,7636,7780,7940,0,
48015,100207,110.66,35.22,0.20,,,,,,,H,,133619.6,+332524.5,68.6805,78.4549,85.6368,17.0482,0,0.06,15.55,11.36,7476,7531,7525,7700,7856,IC4306,0,2120,2,114.82,35.30,0.14,7,69.5983,78.4549,85.4602,16.9750,6,0.00,9.11,7259,7314,7308,7482,7630,301,
48026,0,112.20,35.25,0.20,,,,,,,H,,133635.7,+081136.0,334.4673,68.2552,111.2365,12.1519,3,0.16,15.95,0.00,6966,6936,6899,7254,7393,PGC048026,0,0,1,112.20,35.25,0.20,1,334.4673,68.2552,111.2365,12.1519,3,15.95,0.00,6966,6936,6899,7254,7393,0,
48029,101312,5.42,28.67,0.10,,T,,,,,,,133630.8,-291407.3,314.6115,32.6121,147.3005,1.0908,10,0.23,15.59,12.60,572,432,362,854,856,ESO444-78,231,0,16,5.04,28.51,0.02,16,312.1317,28.8702,150.6407,-1.4763,7,7.51,4.67,475,323,252,752,754,187,"48082    NGC5236"
48036,107973,100.00,35.00,0.20,,,,,,,H,,133634.7,-263313.9,315.3066,35.2308,144.7643,1.9640,4,0.29,14.17,10.45,6720,6586,6518,7006,7136,IC4298,0,0,1,100.00,35.00,0.20,1,315.3066,35.2308,144.7643,1.9640,4,14.17,10.45,6720,6586,6518,7006,7136,0,
48038,104977,176.20,36.23,0.20,,,,,,,H,,133636.6,-182411.7,317.6922,43.1703,137.0225,4.5535,5,0.43,16.40,0.00,11852,11739,11676,12148,12535,ESO577-012,0,0,1,176.20,36.23,0.20,1,317.6922,43.1703,137.0225,4.5535,5,16.40,0.00,11852,11739,11676,12148,12535,0,
48082,101312,4.66,28.34,0.07,C,T,,,,,,,133700.9,-295156.0,314.5834,31.9730,147.9323,0.9912,5,0.29,7.82,4.72,508,367,297,788,790,NGC5236,231,0,16,5.04,28.51,0.02,16,312.1317,28.8702,150.6407,-1.4763,7,7.51,4.67,475,323,252,752,754,187,"48082    NGC5236"
48084,0,51.52,33.56,0.20,,,,,,,H,,133700.9,+314559.8,60.7175,79.0554,87.3736,16.9590,6,0.07,15.73,0.00,3004,3054,3046,3233,3261,UGC08608,0,0,1,51.52,33.56,0.20,1,60.7175,79.0554,87.3736,16.9590,6,15.73,0.00,3004,3054,3046,3233,3261,0,
48093,112201,27.80,32.22,0.20,,,,,,,H,,133841.7,-455121.5,311.4739,16.2317,163.1818,-3.8567,3,0.44,13.35,10.04,2517,2346,2270,2755,2775,NGC005219,444,0,1,27.80,32.22,0.20,2,310.1769,15.2409,163.9920,-5.2338,3,12.91,10.00,2573,2397,2321,2811,2832,72,"48093  NGC005219"
48125,100027,42.27,33.13,0.20,,,,,,,H,,133727.8,-330024.7,313.9454,28.8788,150.9363,0.0674,7,0.22,14.06,11.35,3776,3628,3556,4049,4092,ES383-044,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48130,110292,13.00,30.57,0.20,,,,,,,H,,133732.1,+085306.0,335.9312,68.7501,110.6093,12.5485,4,0.11,10.88,7.37,1151,1124,1088,1437,1442,UGC08616,694,0,3,17.78,31.25,0.12,5,334.6759,68.5594,110.9145,12.1511,8,10.76,7.36,1169,1140,1103,1457,1463,77,"48130   UGC08616"
48139,100350,3.33,27.61,0.10,,T,,,,,,,133739.1,-425048.8,311.8781,19.2207,160.2668,-3.0714,-4,0.43,13.22,10.21,360,193,118,608,609,NGC5237,240,0,26,3.68,27.83,0.02,27,309.9711,19.4277,159.7460,-4.8335,3,6.80,3.31,350,179,105,603,604,283,"46957    NGC5128"
48161,100341,65.16,34.07,0.20,,,,,,,H,,133757.4,-305553.7,314.5561,30.8880,149.0070,0.8387,2,0.24,14.49,9.84,4079,3936,3865,4356,4406,ES444-086,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48175,112780,31.62,32.50,0.20,,,,,,,H,,133806.2,-395024.6,312.5829,22.1555,157.4446,-2.0234,6,0.32,13.46,11.29,2530,2369,2294,2786,2807,ES324-044,479,0,1,31.62,32.50,0.20,1,312.5829,22.1555,157.4446,-2.0234,6,13.14,11.26,2530,2369,2294,2786,2807,0,"48175  ES324-044"
48183,109972,140.60,35.74,0.20,,,,,,,H,,133812.2,+182328.0,356.3090,76.1378,101.1167,14.8648,4,0.10,15.35,11.71,8019,8025,8000,8286,8467,UGC08624,0,0,1,140.60,35.74,0.20,1,356.3090,76.1378,101.1167,14.8648,4,15.35,11.71,8019,8025,8000,8286,8467,0,
48190,0,252.35,37.01,0.20,,,,,,,H,,133814.7,+111504.2,339.9008,70.6841,108.2966,13.2889,2,0.12,16.43,0.00,17019,17001,16967,17300,18081,AGC230495,0,0,1,252.35,37.01,0.20,1,339.9008,70.6841,108.2966,13.2889,2,16.43,0.00,17019,17001,16967,17300,18081,0,
48228,0,200.45,36.51,0.20,,,,,,,H,,133839.5,+122725.8,342.2572,71.6250,107.1155,13.6697,5,0.13,15.99,0.00,10789,10775,10743,11068,11390,AGC230503,0,0,1,200.45,36.51,0.20,1,342.2572,71.6250,107.1155,13.6697,5,15.99,0.00,10789,10775,10743,11068,11390,0,
48237,0,81.28,34.55,0.20,,,,,,,H,,133842.3,-214838.6,317.2472,39.7434,140.4201,3.9417,3,0.49,15.77,0.00,5758,5638,5573,6049,6146,ESO577-017,0,0,1,81.28,34.55,0.20,1,317.2472,39.7434,140.4201,3.9417,3,15.77,0.00,5758,5638,5573,6049,6146,0,
48251,0,94.19,34.87,0.20,,,,,,,H,,133853.5,+144436.8,347.0467,73.4048,104.8338,14.2434,4,0.15,15.58,0.00,7060,7054,7025,7334,7476,UGC08633,0,0,1,94.19,34.87,0.20,1,347.0467,73.4048,104.8338,14.2434,4,15.58,0.00,7060,7054,7025,7334,7476,0,
48264,101816,134.28,35.64,0.20,,,,,,,H,,133904.0,-241001.2,316.6449,37.4330,142.6827,3.2632,3,0.32,16.39,0.00,9411,9285,9219,9699,9947,ESO509-089,0,0,1,134.28,35.64,0.20,1,316.6449,37.4330,142.6827,3.2632,3,16.39,0.00,9411,9285,9219,9699,9947,0,
48275,0,100.93,35.02,0.20,,,,,,,H,,133918.1,+124326.5,343.1581,71.7502,106.8854,13.8839,1,0.14,15.31,12.37,6827,6814,6783,7105,7238,AGC230516,0,0,1,100.93,35.02,0.20,1,343.1581,71.7502,106.8854,13.8839,1,15.31,12.37,6827,6814,6783,7105,7238,0,
48280,100491,4.29,28.16,0.10,,T,,,,,,,133919.5,+244630.8,23.2737,78.9860,94.6624,16.3434,10,0.06,14.48,11.50,274,302,286,523,524,UGC8638,212,0,24,4.51,28.27,0.02,25,133.0019,75.0330,76.0705,6.9281,9,7.88,4.92,255,303,306,483,484,72,"43495    NGC4736"
48289,108668,133.66,35.63,0.20,,,,,,,H,,133927.2,-341111.0,314.1310,27.6390,152.1869,0.0755,5,0.22,15.10,10.99,7690,7540,7469,7959,8126,ESO383-055,0,0,1,133.66,35.63,0.20,1,314.1310,27.6390,152.1869,0.0755,5,15.10,10.99,7690,7540,7469,7959,8126,0,
48291,0,32.36,32.55,0.20,,,,,,,H,,133928.9,+460055.5,99.3222,68.8482,72.5225,18.8872,7,0.07,16.31,0.00,2428,2523,2535,2600,2618,UGC08642,726,0,2,34.83,32.71,0.14,3,101.0752,69.2617,72.5395,18.1100,7,14.81,0.00,2591,2684,2695,2766,2786,143,"47270   UGC08470"
48300,0,116.41,35.33,0.20,,,,,,,H,,133934.4,-222952.5,317.2887,39.0280,141.1373,3.9119,5,0.40,14.77,11.94,7001,6879,6814,7290,7430,ESO577-020,0,0,1,116.41,35.33,0.20,1,317.2887,39.0280,141.1373,3.9119,5,14.77,11.94,7001,6879,6814,7290,7430,0,
48306,100581,148.59,35.86,0.20,,,,,,,H,,133936.9,-325334.2,314.4772,28.8963,150.9762,0.5316,3,0.18,15.49,0.00,12114,11968,11896,12386,12789,ESO383-056,0,0,1,148.59,35.86,0.20,1,314.4772,28.8963,150.9762,0.5316,3,15.49,0.00,12114,11968,11896,12386,12789,0,
48307,111750,30.06,32.39,0.20,,,,,,,H,,133937.9,-112937.6,321.3478,49.6468,130.6427,7.3848,5,0.33,12.67,9.34,2312,2222,2165,2610,2628,AGC530342,66,0,1,30.06,32.39,0.20,2,320.8089,49.5684,130.7125,7.0334,7,12.34,9.31,2393,2302,2244,2692,2711,112,"48307  AGC530342"
48323,111546,66.68,34.12,0.20,,,,,,,H,,133949.6,-221809.9,317.4224,39.2037,140.9707,4.0303,4,0.38,15.14,12.19,5760,5639,5574,6049,6146,ES577-022,0,0,1,66.68,34.12,0.20,1,317.4224,39.2037,140.9707,4.0303,4,15.14,12.19,5760,5639,5574,6049,6146,0,
48332,0,3.12,27.47,0.08,,T,L,,,,,,133953.8,+404420.9,89.7338,73.1168,78.0852,18.5795,10,0.03,14.52,11.90,202,282,286,395,395,UGC8651,213,0,4,3.10,27.45,0.04,4,79.8128,71.2497,79.2071,21.7476,10,12.65,10.02,192,278,282,375,375,11,"51472     DDO190"
48334,101312,3.55,27.75,0.06,C,T,L,,,,,,133956.0,-313824.2,314.8603,30.1060,149.8146,1.0065,9,0.24,10.80,8.48,408,264,194,682,683,NGC5253,240,0,26,3.68,27.83,0.02,27,309.9711,19.4277,159.7460,-4.8335,3,6.80,3.31,350,179,105,603,604,283,"46957    NGC5128"
48346,0,59.43,33.87,0.20,,,,,,,H,,134003.2,-252828.6,316.5390,36.1095,143.9939,3.0512,6,0.30,14.98,0.00,5140,5011,4944,5425,5503,IC0004315,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48368,101312,4.35,28.19,0.10,,T,,,,,,,134018.3,-285339.1,315.6600,32.7670,147.2468,1.9851,10,0.24,14.55,11.00,578,441,372,857,859,IC4316,240,0,26,3.68,27.83,0.02,27,309.9711,19.4277,159.7460,-4.8335,3,6.80,3.31,350,179,105,603,604,283,"46957    NGC5128"
48392,112867,35.32,32.74,0.20,,,,,,,H,,134039.9,+541958.7,107.9154,61.3368,63.7292,19.3309,5,0.07,13.14,11.14,2022,2141,2164,2156,2168,UGC08658,748,0,1,35.32,32.74,0.20,1,107.9154,61.3368,63.7292,19.3309,5,13.07,11.13,2022,2141,2164,2156,2168,0,"48392   UGC08658"
48394,101575,95.94,34.91,0.20,,,,,,,H,,134042.3,-074503.4,323.5614,53.1361,127.1184,8.7648,5,0.21,13.87,10.59,6486,6408,6354,6783,6905,AGC530350,0,0,1,95.94,34.91,0.20,1,323.5614,53.1361,127.1184,8.7648,5,13.87,10.59,6486,6408,6354,6783,6905,0,
48425,111837,51.52,33.56,0.09,,,,,,N,,,134105.7,+674019.7,115.8145,48.7642,49.6170,18.8739,-2,0.08,14.28,10.13,2699,2850,2889,2769,2789,NGC5283,787,0,1,51.52,33.56,0.09,1,115.8145,48.7642,49.6170,18.8739,-1,14.20,10.12,2699,2850,2889,2769,2789,0,"48425    NGC5283"
48430,0,171.40,36.17,0.20,,,,,,,H,,134109.2,+124616.5,344.3980,71.5191,106.9443,14.3342,3,0.14,15.65,12.14,14215,14204,14172,14491,15041,AGC230553,0,0,1,171.40,36.17,0.20,1,344.3980,71.5191,106.9443,14.3342,3,15.65,12.14,14215,14204,14172,14491,15041,0,
48435,0,275.42,37.20,0.20,,,,,,,H,,134117.0,+134632.1,346.4756,72.2890,105.9418,14.5924,5,0.10,15.70,12.25,13589,13582,13551,13863,14367,PGC048435,0,0,1,275.42,37.20,0.20,1,346.4756,72.2890,105.9418,14.5924,5,15.70,12.25,13589,13582,13551,13863,14367,0,
48453,0,105.20,35.11,0.20,,,,,,,H,,134124.9,+135121.7,346.7242,72.3310,105.8683,14.6415,6,0.10,16.36,0.00,7165,7158,7128,7438,7584,UGC08660,0,0,1,105.20,35.11,0.20,1,346.7242,72.3310,105.8683,14.6415,6,16.36,0.00,7165,7158,7128,7438,7584,0,
48467,101312,4.78,28.40,0.10,,T,,,,,,,134136.7,-295445.6,315.7164,31.7104,148.3029,1.9176,10,0.22,12.59,11.19,478,339,270,754,756,NGC5264,231,0,16,5.04,28.51,0.02,16,312.1317,28.8702,150.6407,-1.4763,7,7.51,4.67,475,323,252,752,754,187,"48082    NGC5236"
48494,106300,126.47,35.51,0.20,,,,,,,H,,134147.8,-233629.5,317.5789,37.8272,142.3561,4.0354,3,0.33,15.28,11.52,11235,11112,11046,11521,11870,ESO509-094,0,0,1,126.47,35.51,0.20,1,317.5789,37.8272,142.3561,4.0354,3,15.28,11.52,11235,11112,11046,11521,11870,0,
48504,0,88.31,34.73,0.20,,,,,,,H,,134156.6,+180834.3,357.8848,75.3017,101.5576,15.6828,7,0.08,15.79,0.00,5496,5503,5479,5760,5848,UGC08668,0,0,1,88.31,34.73,0.20,1,357.8848,75.3017,101.5576,15.6828,7,15.79,0.00,5496,5503,5479,5760,5848,0,
48515,100350,3.68,27.83,0.10,,T,,,,,,,134205.7,-451218.6,312.2149,16.7516,162.7602,-3.0833,-5,0.48,16.32,11.80,0,-168,-243,238,238,KK211,240,0,26,3.68,27.83,0.02,27,309.9711,19.4277,159.7460,-4.8335,3,6.80,3.31,350,179,105,603,604,283,"46957    NGC5128"
48521,112527,16.60,31.10,0.14,,,,,S,,,,134208.4,+353916.0,74.3499,76.2455,83.4683,18.5131,-2,0.04,12.53,8.83,1084,1149,1147,1295,1299,N5273,800,0,1,16.60,31.10,0.14,1,74.3499,76.2455,83.4683,18.5131,-1,12.49,8.83,1084,1149,1147,1295,1299,0,"48521      N5273"
48533,100011,69.18,34.20,0.20,,,,,,,H,,134214.6,-310213.7,315.5723,30.5846,149.4089,1.6715,4,0.26,14.51,10.65,4379,4238,4168,4652,4709,ES445-015,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48534,100202,25.35,32.02,0.20,,,,,,,H,,134216.0,+604636.9,112.0673,55.2663,56.8949,19.4207,6,0.08,14.78,10.92,2193,2329,2359,2296,2310,UGC08684,742,0,6,27.42,32.19,0.06,10,112.0835,55.7296,57.3966,19.2838,3,10.46,6.80,2016,2150,2180,2122,2134,175,"49044      N5322"
48536,100287,134.28,35.64,0.25,,,,,,,,F,134223.3,+295051.6,49.5776,78.4861,89.5372,17.8251,3,0.09,15.63,11.64,13309,13356,13346,13540,14021,NGC5274,2522,2884,4,134.28,35.64,0.12,8,49.5719,78.4055,89.5342,17.9049,-1,0.00,9.51,12699,12746,12736,12929,13368,545,J12
48540,105382,172.19,36.18,0.20,,,,,,,H,,134223.9,+144420.6,349.2478,72.8475,105.0318,15.0693,2,0.13,15.34,11.52,12717,12713,12684,12988,13431,AGC230591,0,0,1,172.19,36.18,0.20,1,349.2478,72.8475,105.0318,15.0693,2,15.34,11.52,12717,12713,12684,12988,13431,0,
48544,100287,133.66,35.63,0.25,,,,,,,,F,134223.7,+294927.8,49.4619,78.4892,89.5616,17.8229,-1,0.08,15.24,11.10,12577,12624,12614,12808,13238,NGC5275,2522,2884,4,134.28,35.64,0.12,8,49.5719,78.4055,89.5342,17.9049,-1,0.00,9.51,12699,12746,12736,12929,13368,545,J12
48572,100287,134.28,35.64,0.25,,,,,,,,F,134248.6,+294221.1,48.7996,78.4210,89.6985,17.8953,-2,0.08,15.93,11.74,13171,13217,13208,13402,13873,PGC048572,2522,2884,4,134.28,35.64,0.12,8,49.5719,78.4055,89.5342,17.9049,-1,0.00,9.51,12699,12746,12736,12929,13368,545,J12
48580,100304,124.17,35.47,0.25,,,,,,,,F,134255.5,+295206.9,49.5743,78.3680,89.5330,17.9431,-4,0.09,14.67,10.90,10879,10926,10916,11109,11433,NGC5280,0,2815,1,124.17,35.47,0.25,6,49.9306,78.4345,89.4602,17.8715,-3,0.00,9.72,11009,11056,11047,11239,11571,142,NGC5280
48614,100287,133.66,35.63,0.25,,,,,,,,F,134324.9,+300410.3,50.4486,78.2259,89.3395,18.0764,-4,0.07,14.97,10.89,12130,12178,12169,12359,12760,NGC5282,2522,2884,4,134.28,35.64,0.12,8,49.5719,78.4055,89.5342,17.9049,-1,0.00,9.51,12699,12746,12736,12929,13368,545,J12
48624,100033,127.06,35.52,0.25,,,,,,,,F,134333.2,-381033.5,314.0801,23.5651,156.2238,-0.4740,-3,0.26,13.99,9.76,10159,10004,9930,10415,10700,ESO325-004,2555,1754,5,129.42,35.56,0.11,28,314.3996,23.5649,156.2597,-0.1835,-1,0.00,7.87,10897,10743,10670,11152,11479,1017,A3570
48629,100027,48.98,33.45,0.20,,,,,,,H,,134338.6,-325504.2,315.4115,28.6857,151.2809,1.3202,5,0.23,15.44,12.46,4096,3952,3881,4364,4414,ES383-067,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48679,0,149.28,35.87,0.20,,,,,,,H,,134424.6,+131031.2,347.1393,71.3426,106.7236,15.1988,3,0.10,16.28,0.00,12303,12295,12265,12575,12990,AGC230620,0,0,1,149.28,35.87,0.20,1,347.1393,71.3426,106.7236,15.1988,3,16.28,0.00,12303,12295,12265,12575,12990,0,
48690,112895,45.29,33.28,0.20,,,,,,,H,,134428.3,+351133.7,71.6437,76.1020,84.0079,18.9345,5,0.06,14.56,11.55,2439,2504,2502,2650,2669,UGC08693,729,0,2,44.46,33.24,0.14,3,70.4119,76.2102,84.4662,18.9197,4,13.32,10.27,2323,2386,2384,2535,2552,108,"47971   UGC08587"
48738,100350,3.40,27.66,0.10,,T,,,,,,,134501.0,-415134.7,313.5057,19.9095,159.7845,-1.4608,10,0.38,14.02,11.30,546,384,310,792,794,ESO325-11,240,0,26,3.68,27.83,0.02,27,309.9711,19.4277,159.7460,-4.8335,3,6.80,3.31,350,179,105,603,604,283,"46957    NGC5128"
48749,100039,46.34,33.33,0.20,,,,,,,H,,134508.7,+413011.8,88.9095,71.8923,77.3605,19.6243,2,0.04,13.94,9.82,2526,2611,2617,2713,2733,NGC005289,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
48759,100235,172.19,36.18,0.20,,,,,,,H,,134515.4,+231859.7,18.5007,77.2538,96.4102,17.4220,4,0.08,15.53,0.00,8980,9007,8989,9228,9452,AGC231473,0,0,1,172.19,36.18,0.20,1,18.5007,77.2538,96.4102,17.4220,4,15.53,0.00,8980,9007,8989,9228,9452,0,
48765,100033,135.52,35.66,0.25,,,,,,,,F,134517.4,-381023.7,314.4435,23.4918,156.3373,-0.1523,1,0.30,15.57,11.34,11206,11052,10979,11461,11806,ESO325-013,2555,1754,5,129.42,35.56,0.11,28,314.3996,23.5649,156.2597,-0.1835,-1,0.00,7.87,10897,10743,10670,11152,11479,1017,A3570
48767,100039,34.36,32.68,0.20,,,,,,,H,,134519.1,+414244.7,89.2756,71.7142,77.1413,19.6709,4,0.03,13.29,8.50,2583,2669,2675,2769,2789,UGC08700,725,0,10,34.67,32.70,0.06,19,85.2795,71.4239,77.9051,20.6488,4,10.72,7.19,2381,2468,2474,2565,2582,160,"49347   UGC08810"
48770,100011,73.11,34.32,0.25,,,,,,,,F,134521.8,-300103.8,316.6141,31.4173,148.6749,2.6476,-2,0.24,14.57,10.80,4403,4267,4197,4676,4734,PGC048770,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48777,108472,133.05,35.62,0.20,,,,,,,H,,134527.3,+475521.5,99.6381,66.6893,70.5477,19.9860,7,0.12,15.07,11.29,8421,8525,8539,8581,8775,UGC08702,0,0,1,133.05,35.62,0.20,1,99.6381,66.6893,70.5477,19.9860,7,15.07,11.29,8421,8525,8539,8581,8775,0,
48783,101882,96.38,34.92,0.10,,,,,,N,,,134535.0,+353640.4,72.6018,75.6873,83.5929,19.2040,-2,0.05,14.77,10.58,7080,7147,7145,7288,7428,PGC048783,0,0,1,96.38,34.92,0.10,1,72.6018,75.6873,83.5929,19.2040,-2,14.77,10.58,7080,7147,7145,7288,7428,0,
48795,101295,145.88,35.82,0.20,,,,,,,H,,134545.6,+220519.6,13.6691,76.6746,97.6984,17.3195,4,0.10,14.96,11.41,8153,8176,8157,8403,8589,UGC008701,0,2417,2,128.82,35.55,0.14,4,13.5412,76.6210,97.7562,17.3458,4,0.00,10.03,8220,8244,8224,8470,8659,60,
48803,0,154.88,35.95,0.20,,,,,,,H,,134609.9,+091731.2,341.4256,67.9737,110.7365,14.7137,2,0.14,15.41,11.91,10812,10793,10757,11089,11412,AGC230636,0,0,1,154.88,35.95,0.20,1,341.4256,67.9737,110.7365,14.7137,2,15.41,11.91,10812,10793,10757,11089,11412,0,
48806,101295,113.24,35.27,0.20,,,,,,,H,,134609.0,+215339.4,13.0783,76.5100,97.9154,17.3736,4,0.10,14.91,11.56,8199,8222,8202,8449,8637,UGC08703,0,2417,2,128.82,35.55,0.14,4,13.5412,76.6210,97.7562,17.3458,4,0.00,10.03,8220,8244,8224,8470,8659,60,
48816,112314,21.58,31.67,0.20,,,,,,,H,,134624.6,+460626.1,96.7006,68.1210,72.4846,20.0920,5,0.07,13.34,9.09,1507,1606,1618,1674,1681,UGC08711,807,0,1,21.58,31.67,0.20,1,96.7006,68.1210,72.4846,20.0920,5,13.27,9.08,1507,1606,1618,1674,1681,0,"48816   UGC08711"
48817,100033,143.22,35.78,0.25,,,,,,,,F,134624.0,-375815.9,314.7261,23.6388,156.2226,0.1225,-5,0.35,14.96,10.81,11362,11209,11136,11617,11972,ESO325-016,2555,1754,5,129.42,35.56,0.11,28,314.3996,23.5649,156.2597,-0.1835,-1,0.00,7.87,10897,10743,10670,11152,11479,1017,A3570
48830,100011,90.78,34.79,0.20,,,,,,,H,,134632.8,-305244.5,316.6567,30.5193,149.5729,2.5931,5,0.23,14.95,0.00,5194,5056,4986,5464,5543,AGC030065,2543,1282,31,57.28,33.79,0.04,83,317.0482,30.8341,149.2639,2.9868,2,0.00,5.37,4393,4253,4183,4664,4722,476,A3574
48831,108759,90.78,34.79,0.20,,,,,,,H,,134632.2,+205051.1,9.3471,75.9483,99.0107,17.2710,6,0.14,14.53,10.78,6938,6958,6937,7191,7327,UGC08705,0,0,1,90.78,34.79,0.20,1,9.3471,75.9483,99.0107,17.2710,6,14.53,10.78,6938,6958,6937,7191,7327,0,
48849,0,131.22,35.59,0.20,,,,,,,H,,134650.2,+113716.3,345.6004,69.7603,108.4323,15.4222,4,0.14,15.62,12.50,10691,10680,10647,10963,11279,AGC230642,0,0,1,131.22,35.59,0.20,1,345.6004,69.7603,108.4323,15.4222,4,15.62,12.50,10691,10680,10647,10963,11279,0,
