pgc,Nest,Dist,DM,eD,C,T,L,M,S,N,H,F,RAJ,DeJ,Glon,Glat,SGL,SGB,Ty,Asfd,Btot,Ks,Vhel,Vgsr,Vls,Vcmb,Vmod,Name,Icnt,2Mass,Ndgp,Dgp,DMgp,eDgp,NV,Lgp,Bgp,SGLgp,SGBgp,Tgp,S_B,S_K,Vhgp,Vggp,Vlsgp,Vcgp,Vmgp,Vrms,GroupName
937,0,73.79,34.34,0.20,,,,,,,H,,001412.8,+072440.4,106.9801,-54.3036,300.9394,11.7701,7,0.56,17.34,0.00,5838,5970,6026,5480,5559,UGC000135,0,0,1,73.79,34.34,0.20,1,106.9801,-54.3036,300.9394,11.7701,7,17.34,0.00,5838,5970,6026,5480,5559,0,
963,211877,48.31,33.42,0.08,,,,,,N,H,,001431.9,-004415.6,102.8516,-62.1619,292.9640,9.5362,5,0.19,14.52,11.40,3971,4078,4125,3617,3652,UGC00139,0,0,1,48.31,33.42,0.08,1,102.8516,-62.1619,292.9640,9.5362,5,14.52,11.40,3971,4078,4125,3617,3652,0,
978,207997,89.95,34.77,0.20,,,,,,,H,,001440.1,+183455.2,110.8974,-43.4289,312.1216,14.2461,3,0.19,14.29,9.53,5401,5564,5629,5051,5119,NGC0052,0,0,1,89.95,34.77,0.20,1,110.8974,-43.4289,312.1216,14.2461,3,14.29,9.53,5401,5564,5629,5051,5119,0,
1014,0,1.99,26.49,0.06,C,T,L,,,,H,,001453.6,-391147.7,332.8819,-75.7308,256.2491,-2.3594,9,0.06,8.39,6.56,129,96,95,-116,-116,NGC000055,234,0,7,2.02,26.53,0.03,7,240.5522,-70.3721,254.5662,3.1429,4,7.64,5.94,90,72,71,-158,-158,30,"1014  NGC000055"
1034,212380,4.89,28.45,0.10,,T,,,,,,,001525.1,-212640.5,65.7098,-80.0220,273.1300,3.1559,-3,0.09,13.13,0.00,362,395,418,49,49,NGC59,0,0,1,4.89,28.45,0.10,1,65.7098,-80.0220,273.1300,3.1559,-3,13.13,0.00,362,395,418,49,49,0,
1038,0,1.96,26.46,0.08,,T,L,,,,,,001531.2,-321050.2,357.8449,-80.7097,262.9460,-0.2569,0,0.06,14.93,12.50,36,29,38,-239,-239,ESO410-005,234,0,7,2.02,26.53,0.03,7,240.5522,-70.3721,254.5662,3.1429,4,7.64,5.94,90,72,71,-158,-158,30,"1014  NGC000055"
1051,211289,46.34,33.33,0.20,,,,,,,H,,001551.1,+160522.2,110.5957,-45.9282,309.6770,13.4348,4,0.27,16.06,10.62,4212,4368,4431,3859,3898,UGC00148,0,0,1,46.34,33.33,0.20,1,110.5957,-45.9282,309.6770,13.4348,4,16.06,10.62,4212,4368,4431,3859,3898,0,
1056,0,83.56,34.61,0.20,,,,,,,H,,001557.5,+140432.6,110.0404,-47.9062,307.6676,12.9562,4,0.30,15.75,0.00,5474,5624,5686,5120,5189,UGC00149,0,0,1,83.56,34.61,0.20,1,110.0404,-47.9062,307.6676,12.9562,4,15.75,0.00,5474,5624,5686,5120,5189,0,
1089,0,66.07,34.10,0.20,,,,,,,H,,001628.5,+295526.0,113.9636,-32.3381,323.7462,15.9450,6,0.18,15.66,0.00,4877,5063,5135,4548,4603,UGC00152,0,0,1,66.07,34.10,0.20,1,113.9636,-32.3381,323.7462,15.9450,6,15.66,0.00,4877,5063,5135,4548,4603,0,
1106,210414,58.61,33.84,0.20,,,,,,,H,,001644.2,+070433.7,107.8888,-54.7790,300.7699,11.0799,3,0.17,14.47,9.79,3994,4124,4179,3637,3672,UGC00155,0,0,1,58.61,33.84,0.20,1,107.8888,-54.7790,300.7699,11.0799,3,14.47,9.79,3994,4124,4179,3637,3672,0,
1123,211688,75.86,34.40,0.20,,,,,,,H,,001705.1,+420940.5,116.1558,-20.2573,336.4324,17.4154,3,0.36,15.49,11.66,5056,5260,5336,4764,4824,UGC00158,0,0,1,75.86,34.40,0.20,1,116.1558,-20.2573,336.4324,17.4154,3,15.49,11.66,5056,5260,5336,4764,4824,0,
1130,211455,43.65,33.20,0.20,,,,,,,H,,001710.2,-191805.2,75.9911,-78.9059,275.2982,3.4317,5,0.10,13.47,10.16,3203,3243,3269,2884,2906,ES539-005,0,0,1,43.65,33.20,0.20,1,75.9911,-78.9059,275.2982,3.4317,5,13.47,10.16,3203,3243,3269,2884,2906,0,
1139,0,93.76,34.86,0.20,,,,,,,H,,001719.3,+064323.2,107.9924,-55.1560,300.4598,10.8497,6,0.13,15.70,0.00,5680,5808,5863,5324,5399,UGC00163,0,0,1,93.76,34.86,0.20,1,107.9924,-55.1560,300.4598,10.8497,6,15.70,0.00,5680,5808,5863,5324,5399,0,
1149,200440,108.14,35.17,0.20,,,,,,,H,,001730.4,-064928.8,99.7501,-68.1558,287.2772,7.0982,4,0.17,14.01,10.50,7306,7391,7431,6961,7089,AGC400180,0,0,1,108.14,35.17,0.20,1,99.7501,-68.1558,287.2772,7.0982,4,14.01,10.50,7306,7391,7431,6961,7089,0,
1154,0,58.61,33.84,0.20,,,,,,,H,,001735.8,+301217.5,114.2999,-32.0989,324.0752,15.7501,6,0.24,15.30,0.00,4844,5030,5102,4516,4570,UGC00166,0,0,1,58.61,33.84,0.20,1,114.2999,-32.0989,324.0752,15.7501,6,15.30,0.00,4844,5030,5102,4516,4570,0,
1158,201800,84.33,34.63,0.20,,,,,,,H,,001741.8,+244002.5,113.2495,-37.5693,318.4267,14.7630,2,0.17,15.31,11.40,6055,6230,6299,5715,5801,UGC00165,0,0,1,84.33,34.63,0.20,1,113.2495,-37.5693,318.4267,14.7630,2,15.31,11.40,6055,6230,6299,5715,5801,0,
1160,212242,18.62,31.35,0.12,,,,,S,,H,,001745.5,+112701.2,109.8742,-50.5656,305.1594,11.9147,5,0.48,12.71,9.29,1158,1300,1359,803,805,NGC00063,1213,0,1,18.62,31.35,0.12,2,110.2471,-50.9078,304.9471,11.5553,7,12.23,9.25,1151,1292,1351,797,799,12,"1160   NGC00063"
1170,201800,77.98,34.46,0.20,,,,,,,H,,001759.8,+243347.0,113.3130,-37.6833,318.3342,14.6763,4,0.17,14.77,11.74,5800,5975,6043,5460,5539,AGC100146,0,0,1,77.98,34.46,0.20,1,113.3130,-37.6833,318.3342,14.6763,4,14.77,11.74,5800,5975,6043,5460,5539,0,
1196,0,60.53,33.91,0.20,,,,,,,H,,001825.2,+183058.7,112.0855,-43.6594,312.2489,13.3632,6,0.25,15.48,0.00,5224,5384,5449,4875,4938,AGC100151,0,0,1,60.53,33.91,0.20,1,112.0855,-43.6594,312.2489,13.3632,6,15.48,0.00,5224,5384,5449,4875,4938,0,
1231,0,58.61,33.84,0.20,,,,,,,H,,001900.6,+232834.2,113.3792,-38.7932,317.2782,14.2415,6,0.29,15.35,0.00,4473,4645,4713,4132,4177,UGC00179,2011,0,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1236,201021,87.90,34.72,0.20,,,,,,,H,,001904.9,-225611.0,60.9373,-81.5600,271.9742,1.8866,3,0.09,14.12,10.65,7606,7632,7653,7299,7440,NGC0066,0,3498,1,87.90,34.72,0.20,5,61.7520,-81.5705,272.0927,1.8436,3,0.00,9.30,7563,7589,7610,7256,7395,123,
1241,0,116.41,35.33,0.20,,,,,,,H,,001909.4,-243122.8,50.8694,-82.2849,270.4696,1.3808,5,0.07,14.95,12.22,9852,9872,9891,9550,9790,ESO473-011,0,0,1,116.41,35.33,0.20,1,50.8694,-82.2849,270.4696,1.3808,5,14.95,12.22,9852,9872,9891,9550,9790,0,
1288,211941,44.46,33.24,0.08,,,,,,N,H,,002000.1,-062001.2,101.7526,-67.9034,287.9307,6.6464,2,0.15,14.29,11.37,3709,3794,3835,3364,3394,P0001288,0,0,1,44.46,33.24,0.08,1,101.7526,-67.9034,287.9307,6.6464,2,14.29,11.37,3709,3794,3835,3364,3394,0,
1293,0,96.38,34.92,0.20,,,,,,,H,,001957.5,+150531.7,111.7346,-47.0940,308.9084,12.2467,7,0.21,16.71,0.00,7624,7775,7837,7272,7412,UGC00189,0,0,1,96.38,34.92,0.20,1,111.7346,-47.0940,308.9084,12.2467,7,16.71,0.00,7624,7775,7837,7272,7412,0,
1295,0,134.28,35.64,0.20,,,,,,,H,,002006.2,-543123.2,312.6356,-62.0109,241.8313,-7.7994,5,0.09,14.81,11.87,8952,8862,8841,8784,8987,ESO150-001,0,0,1,134.28,35.64,0.20,1,312.6356,-62.0109,241.8313,-7.7994,5,14.81,11.87,8952,8862,8841,8784,8987,0,
1301,0,67.61,34.15,0.20,,,,,,,H,,002020.1,+074201.2,109.6274,-54.3660,301.6146,10.3748,4,0.23,14.88,0.00,5734,5864,5920,5379,5456,UGC00195,0,0,1,67.61,34.15,0.20,1,109.6274,-54.3660,301.6146,10.3748,4,14.88,0.00,5734,5864,5920,5379,5456,0,
1305,0,0.74,24.34,0.06,C,T,L,,,,,,002023.1,+591735.2,118.9699,-3.3395,354.4176,17.8657,10,6.74,11.78,6.50,-345,-131,-54,-563,-563,IC0010,222,0,39,0.76,24.40,0.01,41,125.4790,-26.4230,322.2989,9.4579,2,3.40,0.68,-213,-49,17,-485,-485,156,"2557    NGC0224"
1339,200045,48.98,33.45,0.23,,,,,,,,F,002051.8,+213211.7,113.5283,-40.7762,315.4088,13.4349,-2,0.21,15.49,11.06,5905,6071,6138,5561,5643,PGC001339,2011,4105,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1340,200045,83.56,34.61,0.23,,,,,,,,F,002102.8,+223359.0,113.7925,-39.7654,316.4548,13.6021,-4,0.30,15.13,10.38,5486,5654,5722,5144,5214,NGC0079,2011,4105,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1351,200045,76.21,34.41,0.23,,,,,,,,F,002110.9,+222126.1,113.7906,-39.9768,316.2505,13.5297,-3,0.27,13.33,9.06,5736,5904,5971,5394,5471,NGC0080,2011,4105,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1362,200045,70.15,34.23,0.20,,,,,,,H,,002117.5,+230527.1,113.9678,-39.2556,316.9951,13.6520,5,0.24,14.80,11.70,5740,5910,5978,5399,5476,UGC00204,2011,0,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1371,200045,83.18,34.60,0.23,,,,,,,,F,002122.5,+222600.8,113.8635,-39.9082,316.3366,13.5013,-5,0.30,13.63,9.35,6227,6395,6463,5885,5977,NGC0083,2011,4105,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1372,0,56.75,33.77,0.20,,,,,,,H,,002120.2,+172027.1,112.7606,-44.9356,311.2274,12.4301,3,0.26,15.63,0.00,5290,5446,5510,4941,5006,UGC00205,0,0,1,56.75,33.77,0.20,1,112.7606,-44.9356,311.2274,12.4301,3,15.63,0.00,5290,5446,5510,4941,5006,0,
1375,200045,56.23,33.75,0.23,,,,,,,,F,002125.6,+223042.1,113.8942,-39.8328,316.4178,13.5054,-2,0.31,15.65,11.04,6194,6362,6430,5852,5943,NGC0085,2011,4105,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1382,200045,89.13,34.75,0.20,,,,,,,H,,002129.0,+223021.1,113.9104,-39.8398,316.4155,13.4913,4,0.31,15.50,11.12,5813,5981,6049,5471,5550,NGC0085B,2011,0,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1384,209923,106.66,35.14,0.20,,,,,,,H,,002133.5,+223531.0,113.9502,-39.7571,316.5062,13.4914,4,0.29,15.81,11.11,6634,6802,6870,6292,6397,PGC001384,2011,0,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1387,200037,95.94,34.91,0.20,,,,,,,H,,002131.1,+293943.5,115.2015,-32.7600,323.6669,14.8221,3,0.19,15.63,0.00,7029,7212,7284,6701,6820,UGC00207,2001,0,3,102.96,35.06,0.12,3,114.6470,-32.5587,323.7123,15.3306,3,0.00,10.06,7085,7269,7341,6756,6877,53,0016+2947A
1407,200045,63.39,34.01,0.23,,,,,,,,F,002155.2,+220023.1,113.9422,-40.3495,315.9331,13.2909,-4,0.28,15.64,11.25,5749,5916,5983,5406,5483,IC1548,2011,4105,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1413,0,71.45,34.27,0.20,,,,,,,H,,002205.1,+234413.1,114.3225,-38.6436,317.6839,13.6019,3,0.19,15.23,0.00,4493,4664,4732,4153,4199,UGC00210,2011,0,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1426,207879,59.70,33.88,0.20,,,,,,,H,,002213.5,+102929.7,111.2922,-51.7187,304.4822,10.6186,5,0.50,13.28,9.52,5384,5521,5580,5031,5098,NGC0095,0,0,1,59.70,33.88,0.20,1,111.2922,-51.7187,304.4822,10.6186,5,13.28,9.52,5384,5521,5580,5031,5098,0,
1439,200037,91.20,34.80,0.20,,,,,,,H,,002226.4,+293014.1,115.4125,-32.9437,323.5419,14.5973,2,0.22,14.80,10.74,7090,7272,7344,6762,6883,UGC00215,2001,0,3,102.96,35.06,0.12,3,114.6470,-32.5587,323.7123,15.3306,3,0.00,10.06,7085,7269,7341,6756,6877,53,0016+2947A
1461,209913,113.24,35.27,0.20,,,,,,,H,,002249.9,+064902.5,110.3726,-55.3553,300.9078,9.5514,5,0.12,15.20,11.56,7551,7677,7732,7197,7334,AGC100203,0,0,1,113.24,35.27,0.20,1,110.3726,-55.3553,300.9078,9.5514,5,15.20,11.56,7551,7677,7732,7197,7334,0,
1462,0,110.66,35.22,0.20,,,,,,,H,,002250.0,+240908.1,114.6145,-38.2570,318.1375,13.5164,4,0.20,15.79,0.00,12533,12704,12773,12194,12584,AGC100202,0,0,1,110.66,35.22,0.20,1,114.6145,-38.2570,318.1375,13.5164,4,15.79,0.00,12533,12704,12773,12194,12584,0,
1472,0,211.84,36.63,0.20,,,,,,,H,,002257.4,+251244.2,114.8373,-37.2113,319.2128,13.6957,2,0.14,15.86,0.00,12187,12360,12430,11850,12219,AGC100204,0,0,1,211.84,36.63,0.20,1,114.8373,-37.2113,319.2128,13.6957,2,15.86,0.00,12187,12360,12430,11850,12219,0,
1474,0,108.14,35.17,0.20,,,,,,,H,,002257.3,-220707.4,69.1380,-81.8181,273.0261,1.2838,3,0.09,15.69,0.00,7372,7399,7421,7064,7196,ESO539-012,0,0,1,108.14,35.17,0.20,1,69.1380,-81.8181,273.0261,1.2838,3,15.69,0.00,7372,7399,7421,7064,7196,0,
1478,0,87.90,34.72,0.20,,,,,,,H,,002257.1,+161510.9,113.0533,-46.0716,310.2319,11.8095,8,0.24,15.79,0.00,5258,5410,5473,4909,4973,UGC00219,0,0,1,87.90,34.72,0.20,1,113.0533,-46.0716,310.2319,11.8095,8,15.79,0.00,5258,5410,5473,4909,4973,0,
1511,0,64.57,34.05,0.20,,,,,,,H,,002348.2,+144102.2,112.9847,-47.6533,308.7217,11.2486,0,0.28,15.12,0.00,5331,5478,5540,4981,5047,UGC00226,0,0,1,64.57,34.05,0.20,1,112.9847,-47.6533,308.7217,11.2486,0,15.12,0.00,5331,5478,5540,4981,5047,0,
1520,0,85.51,34.66,0.20,,,,,,,H,,002356.7,+241820.7,114.9610,-38.1401,318.3437,13.2982,4,0.14,14.90,0.00,5708,5879,5948,5370,5446,UGC00228,2011,0,15,76.68,34.42,0.06,18,113.7549,-39.7828,316.4261,13.6197,1,0.00,7.51,5682,5850,5918,5340,5415,483,7S21
1524,0,110.66,35.22,0.20,,,,,,,H,,002402.3,+253944.8,115.2165,-36.7985,319.7157,13.5433,3,0.15,15.64,0.00,7376,7550,7619,7041,7172,AGC100215,0,0,1,110.66,35.22,0.20,1,115.2165,-36.7985,319.7157,13.5433,3,15.64,0.00,7376,7550,7619,7041,7172,0,
1525,212367,18.45,31.33,0.20,,,,,,,H,,002402.8,+162911.0,113.4784,-45.8820,310.5247,11.6071,6,0.26,13.86,10.76,843,995,1058,494,495,UGC00231,1214,0,1,18.45,31.33,0.20,1,113.4784,-45.8820,310.5247,11.6071,6,13.60,10.74,843,995,1058,494,495,0,"1525   UGC00231"
1552,208323,58.61,33.84,0.20,,,,,,,H,,002446.5,+293336.5,116.0212,-32.9531,323.6915,14.1074,6,0.27,15.76,0.00,4668,4849,4921,4341,4391,UGC00234,0,0,1,58.61,33.84,0.20,1,116.0212,-32.9531,323.6915,14.1074,6,15.76,0.00,4668,4849,4921,4341,4391,0,
1572,208463,70.15,34.23,0.20,,,,,,,H,,002503.3,+312040.1,116.3473,-31.1894,325.5147,14.3600,4,0.39,14.19,10.54,6801,6985,7058,6479,6590,UGC00238,0,0,1,70.15,34.23,0.20,1,116.3473,-31.1894,325.5147,14.3600,4,14.19,10.54,6801,6985,7058,6479,6590,0,
1577,202774,95.94,34.91,0.20,,,,,,,H,,002510.1,+062927.1,111.2725,-55.7851,300.7394,8.9065,3,0.10,14.86,11.24,8674,8797,8852,8322,8505,UGC00240,0,0,1,95.94,34.91,0.20,1,111.2725,-55.7851,300.7394,8.9065,3,14.86,11.24,8674,8797,8852,8322,8505,0,
1582,202774,90.36,34.78,0.20,,,,,,,H,,002524.9,+064222.7,111.4482,-55.5841,300.9662,8.9028,3,0.11,15.69,0.00,8946,9070,9125,8594,8789,PGC001582,0,0,1,90.36,34.78,0.20,1,111.4482,-55.5841,300.9662,8.9028,3,15.69,0.00,8946,9070,9125,8594,8789,0,
1583,210125,58.08,33.82,0.09,,,,,,N,,,002516.8,+125301.8,113.0916,-49.4875,307.0273,10.4740,2,0.32,13.91,10.48,5185,5327,5387,4834,4896,NGC0105,0,0,1,58.08,33.82,0.09,1,113.0916,-49.4875,307.0273,10.4740,2,13.91,10.48,5185,5327,5387,4834,4896,0,
1588,0,110.66,35.22,0.20,,,,,,,H,,002525.1,-413608.4,321.5027,-74.5742,254.5553,-4.9947,5,0.04,16.17,0.00,8025,7979,7975,7794,7954,ESO294-009,0,0,1,110.66,35.22,0.20,1,321.5027,-74.5742,254.5553,-4.9947,5,16.17,0.00,8025,7979,7975,7794,7954,0,
1594,0,55.46,33.72,0.20,,,,,,,H,,002530.0,+244839.9,115.4895,-37.6853,318.9248,13.0522,4,0.18,14.98,0.00,4550,4721,4790,4214,4261,UGC00244,0,0,1,55.46,33.72,0.20,1,115.4895,-37.6853,318.9248,13.0522,4,14.98,0.00,4550,4721,4790,4214,4261,0,
1609,209583,70.15,34.23,0.20,,,,,,,H,,002547.7,-021705.5,107.9639,-64.4088,292.2506,6.4026,4,0.11,15.56,10.28,5329,5424,5470,4982,5048,AGC400228,0,0,1,70.15,34.23,0.20,1,107.9639,-64.4088,292.2506,6.4026,4,15.56,10.28,5329,5424,5470,4982,5048,0,
1621,0,156.31,35.97,0.20,,,,,,,H,,002559.0,+142052.7,113.6851,-48.0662,308.5153,10.6568,6,0.30,16.68,0.00,11188,11333,11395,10838,11147,UGC00247,0,0,1,156.31,35.97,0.20,1,113.6851,-48.0662,308.5153,10.6568,6,16.68,0.00,11188,11333,11395,10838,11147,0,
1641,0,2.00,26.50,0.08,,T,L,,,,,,002633.4,-415120.1,320.4155,-74.4172,254.3721,-5.2700,-5,0.03,15.56,14.10,113,65,61,-116,-116,ESO294-010,234,0,7,2.02,26.53,0.03,7,240.5522,-70.3721,254.5662,3.1429,4,7.64,5.94,90,72,71,-158,-158,30,"1014  NGC000055"
1651,200497,28.71,32.29,0.20,,,,,,,H,,002646.4,-334037.1,340.4922,-81.5675,262.2388,-2.9609,4,0.06,13.67,11.73,1831,1813,1820,1566,1573,AGC020302,1097,0,1,28.71,32.29,0.20,1,340.4922,-81.5675,262.2388,-2.9609,4,13.61,11.72,1831,1813,1820,1566,1573,0,"1651  AGC020302"
1654,209747,86.70,34.69,0.20,,,,,,,H,,002648.7,+314211.4,116.8294,-30.8764,325.9456,14.0532,4,0.32,14.69,10.89,6294,6478,6551,5974,6068,UGC00255,0,0,1,86.70,34.69,0.20,1,116.8294,-30.8764,325.9456,14.0532,4,14.69,10.89,6294,6478,6551,5974,6068,0,
1658,210233,53.21,33.63,0.20,,,,,,,H,,002656.5,+500150.6,118.9045,-12.6493,344.7872,16.4431,4,0.69,15.38,10.53,5173,5381,5458,4914,4978,UGC000256,0,0,1,53.21,33.63,0.20,1,118.9045,-12.6493,344.7872,16.4431,4,15.38,10.53,5173,5381,5458,4914,4978,0,
1665,212153,29.11,32.32,0.20,,,,,,,H,,002702.9,+113501.7,113.4480,-50.8383,305.8528,9.7392,6,0.33,14.03,10.47,2134,2271,2330,1783,1791,UGC00260,1188,0,1,29.11,32.32,0.20,2,111.2840,-49.1341,306.8449,11.7297,8,13.70,10.44,2083,2228,2288,1730,1738,59,"1665   UGC00260"
1713,201276,56.75,33.77,0.20,,,,,,,H,,002749.8,-011159.8,109.6292,-63.4602,293.4407,6.2137,7,0.10,15.22,0.00,3917,4014,4061,3570,3604,UGC00272,0,0,1,56.75,33.77,0.20,1,109.6292,-63.4602,293.4407,6.2137,7,15.22,0.00,3917,4014,4061,3570,3604,0,
1714,0,26.18,32.09,0.20,,,,,,,H,,002751.6,+032922.6,111.4995,-58.8709,297.9784,7.4680,3,0.09,16.22,0.00,1385,1498,1550,1035,1038,AGC100244,0,0,1,26.18,32.09,0.20,1,111.4995,-58.8709,297.9784,7.4680,3,16.22,0.00,1385,1498,1550,1035,1038,0,
1715,201276,44.87,33.26,0.20,,,,,,,H,,002752.4,-014837.0,109.3683,-64.0597,292.8536,6.0350,5,0.11,13.82,11.10,4066,4161,4208,3719,3756,NGC000124,0,4091,1,44.87,33.26,0.20,4,109.0074,-64.1201,292.7255,6.1437,5,0.00,8.85,4159,4254,4300,3812,3850,142,
1723,200495,42.27,33.13,0.20,,,,,,,H,,002758.6,+023026.8,111.2116,-59.8294,297.0438,7.1835,3,0.14,14.79,0.00,4404,4513,4564,4054,4098,UGC00275,0,0,1,42.27,33.13,0.20,1,111.2116,-59.8294,297.0438,7.1835,3,14.79,0.00,4404,4513,4564,4054,4098,0,
1736,200470,84.33,34.63,0.20,,,,,,,H,,002815.0,+304811.1,117.0725,-31.8045,325.0893,13.5917,3,0.34,14.26,10.53,6277,6459,6531,5955,6049,UGC00279,0,0,1,84.33,34.63,0.20,1,117.0725,-31.8045,325.0893,13.5917,3,14.26,10.53,6277,6459,6531,5955,6049,0,
1743,0,130.62,35.58,0.20,,,,,,,H,,002821.2,+272208.9,116.6566,-35.2211,321.6279,12.9265,4,0.21,15.46,0.00,9593,9768,9839,9263,9489,UGC00278,0,0,1,130.62,35.58,0.20,1,116.6566,-35.2211,321.6279,12.9265,4,15.46,0.00,9593,9768,9839,9263,9489,0,
1748,200495,63.97,34.03,0.20,,,,,,,H,,002822.2,+023137.9,111.4103,-59.8275,297.0894,7.0945,6,0.12,15.69,0.00,4290,4399,4450,3940,3981,UGC00281,0,0,1,63.97,34.03,0.20,1,111.4103,-59.8275,297.0894,7.0945,6,15.69,0.00,4290,4399,4450,3940,3981,0,
1754,0,76.56,34.42,0.20,,,,,,,H,,002834.4,+331620.1,117.4493,-29.3559,327.6044,13.9572,5,0.33,15.15,0.00,4744,4930,5004,4428,4480,UGC00284,0,0,1,76.56,34.42,0.20,1,117.4493,-29.3559,327.6044,13.9572,5,15.15,0.00,4744,4930,5004,4428,4480,0,
1758,200470,76.21,34.41,0.20,,,,,,,H,,002834.6,+310919.5,117.1984,-31.4615,325.4589,13.5856,3,0.35,15.57,0.00,6095,6277,6350,5774,5862,AGC100254,0,0,1,76.21,34.41,0.20,1,117.1984,-31.4615,325.4589,13.5856,3,15.57,0.00,6095,6277,6350,5774,5862,0,
1777,0,6.82,29.17,0.10,,T,,,,,,,002904.1,+432550.9,118.6330,-19.2541,338.0042,15.3737,10,0.33,16.30,13.00,188,389,465,-95,-95,UGC288,0,0,1,6.82,29.17,0.10,1,118.6330,-19.2541,338.0042,15.3737,10,16.30,13.00,188,389,465,-95,-95,0,
1781,0,12.76,30.53,0.20,,,,,,,H,,002908.4,+155356.4,115.1120,-46.6338,310.2305,10.2815,10,0.47,16.77,0.00,766,914,976,419,419,UGC00290,0,0,1,12.76,30.53,0.20,1,115.1120,-46.6338,310.2305,10.2815,10,16.77,0.00,766,914,976,419,419,0,
1797,200470,97.72,34.95,0.20,,,,,,,H,,002923.3,+312255.0,117.4271,-31.2535,325.7203,13.4561,6,0.29,15.57,0.00,6350,6532,6605,6030,6126,UGC00294,0,0,1,97.72,34.95,0.20,1,117.4271,-31.2535,325.7203,13.4561,6,15.57,0.00,6350,6532,6605,6030,6126,0,
1802,211198,44.67,33.25,0.20,,,,,,,H,,002939.6,+113605.0,114.4548,-50.9115,306.0296,9.1239,5,0.42,15.60,0.00,5210,5346,5405,4861,4924,PGC001802,0,0,1,44.67,33.25,0.20,1,114.4548,-50.9115,306.0296,9.1239,5,15.60,0.00,5210,5346,5405,4861,4924,0,
1814,0,37.15,32.85,0.20,,,,,,,H,,002938.4,+002437.2,111.2743,-61.9671,295.1233,6.2178,1,0.11,15.53,0.00,4150,4252,4300,3802,3840,AGC100271,0,0,1,37.15,32.85,0.20,1,111.2743,-61.9671,295.1233,6.2178,1,15.53,0.00,4150,4252,4300,3802,3840,0,
1828,200470,121.90,35.43,0.20,,,,,,,H,,002953.4,+312335.6,117.5530,-31.2532,325.7514,13.3528,5,0.28,15.40,0.00,6315,6497,6570,5995,6090,UGC00299,0,0,1,121.90,35.43,0.20,1,117.5530,-31.2532,325.7514,13.3528,5,15.40,0.00,6315,6497,6570,5995,6090,0,
1851,200497,19.95,31.50,0.20,,,,,,,H,,003021.9,-331438.5,338.3100,-82.3776,262.8699,-3.5541,4,0.08,11.18,6.91,1583,1565,1572,1318,1323,NGC000134,1096,0,3,19.14,31.41,0.12,5,278.9597,-83.3188,264.7308,-2.5405,5,10.99,6.90,1548,1538,1548,1274,1278,29,"1851  NGC000134"
1879,0,104.71,35.10,0.20,,,,,,,H,,003045.9,-292034.2,5.7882,-84.9373,266.6391,-2.5244,3,0.10,14.94,12.20,7273,7269,7282,6993,7122,ES410-016,0,0,1,104.71,35.10,0.20,1,5.7882,-84.9373,266.6391,-2.5244,3,14.94,12.20,7273,7269,7282,6993,7122,0,
1908,209951,95.06,34.89,0.20,,,,,,,H,,003114.1,-075026.9,108.0656,-70.1273,287.2775,3.5456,3,0.20,15.24,10.94,6119,6192,6232,5782,5870,AGC400257,0,0,1,95.06,34.89,0.20,1,108.0656,-70.1273,287.2775,3.5456,3,15.24,10.94,6119,6192,6232,5782,5870,0,
1911,201301,130.62,35.58,0.20,,,,,,,H,,003115.6,-223335.9,76.7855,-83.5346,273.1705,-0.6813,3,0.10,15.31,11.31,8052,8073,8094,7749,7907,NGC0143,0,3415,1,130.62,35.58,0.20,3,76.4660,-83.5668,273.1235,-0.6921,3,0.00,9.82,8068,8089,8110,7766,7925,63,
